id	country	designation	points	price	province	region_1	region_2	variety	winery	Cluster
96784	Italy	Black Label	90	55.00	Tuscany	Colli della Toscana Centrale		Red Blend	I Balzini	C4
69436	France	Les Jumelles	89	80.00	Rhône Valley	Côte Rôtie		Syrah	Paul Jaboulet Aîné	C2
65059	US		90	34.00	Washington	Horse Heaven Hills	Columbia Valley	Cabernet Sauvignon	Tertulia	C3
130680	France	Croix de Basson	84	15.00	Provence	Côtes de Provence		Rosé	Vignerons de Correns	C1
103094	Chile		84	20.00	Casablanca Valley			Red Blend	Primus	C1
69965	Chile	Prima Reserva	80	13.00	Maipo Valley			Merlot	De Martino	C1
93575	Italy	Pasiteo	89	29.00	Tuscany	Vino Nobile di Montepulciano		Prugnolo Gentile	Fassati	C3
25583	US	Estate	87	18.00	California	El Dorado	Sierra Foothills	Roussanne	Holly's Hill	C1
33558	US	Jerusalem Hill	89	85.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Domaine Serene	C2
68950	US	QO-NE Red	84	30.00	Washington	Columbia Valley (WA)	Columbia Valley	Red Blend	Northwest Totem Cellars	C3
66219	France		91	50.00	Burgundy	Gevrey-Chambertin		Pinot Noir	Manuel Olivier	C4
121130	Italy	Orchidea	91	39.00	Tuscany	Toscana		Red Blend	Fattoria di Casalbosco	C3
14821	US	Coro Mendocino	92	35.00	California	Mendocino County	Mendocino/Lake Counties	Red Blend	Fetzer	C3
19973	US	Oso Vineyard	87	50.00	California	Napa Valley	Napa	Cabernet Sauvignon	Emblem	C4
84622	France	Collection Premier Cru	89	79.00	Burgundy	Volnay		Pinot Noir	L. Tramier & Fils	C2
10052	US		85	12.00	California	California	California Other	Merlot	Leese-Fitch	C1
81718	US	Estate	85	19.00	New York	North Fork of Long Island	Long Island	Merlot	Raphael	C1
134308	Italy		88	17.00	Northeastern Italy	Colli Orientali del Friuli		Pinot Bianco	Ermacora	C1
40422	US	Winemaker's Select	86	8.00	Washington	Columbia Valley (WA)	Columbia Valley	Riesling	Snoqualmie	C1
142578	US	To Kalon Vineyard I Block	94	65.00	California	Napa Valley	Napa	Fumé Blanc	Robert Mondavi	C4
82836	Italy		84	10.00	Sicily & Sardinia	Sicilia		Merlot	Lagaria	C1
118850	Germany	Bechtheimer Rosengarten Eiswein 375 ml	82	34.00	Rheinhessen			Gewürztraminer	G&M; Machmer	C3
99514	Australia	Bells & Whistles	86	19.00	South Australia	Limestone Coast		Red Blend	St Mary's	C1
38286	US		86	31.00	Oregon	Umpqua Valley	Southern Oregon	Pinot Noir	Reustle	C3
14352	France	Les Griottes	85	15.00	Beaujolais	Beaujolais		Gamay	Domaine du Vissoux	C1
145566	Spain	Crianza	89	13.00	Northern Spain	Navarra		Tempranillo Blend	Eolo	C1
22753	Italy		88	28.00	Tuscany	Rosso di Montalcino		Sangiovese Grosso	Tenuta Il Poggione	C3
18747	France	Grand Millésime	93	42.00	Southwest France	Pécharmant		Bordeaux-style Red Blend	Château de Tiregand	C4
31106	US		87	48.00	California	Napa Valley	Napa	Cabernet Franc	Sequoia Grove	C4
114384	Spain		83	10.00	Northern Spain	Rueda		White Blend	Inspiración Pampano	C1
122928	US		90	14.00	Washington	Yakima Valley	Columbia Valley	Riesling	Airfield Estates	C1
130636	Italy	Giulio Riserva del Fondatore	93	90.00	Northeastern Italy	Trento		Chardonnay	Ferrari	C2
82466	US	Ritchie Vineyard	87	40.00	California	Russian River Valley	Sonoma	Chardonnay	De Loach	C3
28676	US		87	18.00	New York	North Fork of Long Island	Long Island	Sauvignon Blanc	Bouquet	C1
125350	France		88	36.00	Burgundy	Macon-Verge		Chardonnay	Domaine Leflaive	C3
29809	Portugal	Serras de Azeitão Selecção do Enólogo	85	12.00	Península de Setúbal			Portuguese White	Bacalhôa Wines of Portugal	C1
61450	France	Demoiselle Tête de Cuvée	85	33.00	Champagne	Champagne		Champagne Blend	Vranken	C3
68218	US		85	28.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Cabernet Sauvignon	Holmes Harbor Cellars	C3
131646	US	Stainless Cuvée	92	20.00	Washington	Wahluke Slope	Columbia Valley	Chardonnay	Rulo	C1
38610	Italy	Etichetta Blu	87	16.00	Tuscany	Montecarlo		Red Blend	Tenuta del Buonamico	C1
18541	South Africa	Adama	86	18.00	Wellington			Red Blend	Bosman Family Vineyards	C1
80415	US	Parsons' Vineyard	92	49.00	California	Russian River Valley	Sonoma	Pinot Noir	Siduri	C4
15410	Australia	Giant Steps Vineyard, Bernard Clones	87	40.00	Victoria	Yarra Valley		Chardonnay	Sexton	C3
28430	US	Laki's Vineyard Estate	90	111.00	California	Oak Knoll District	Napa	Cabernet Sauvignon	Eleven Eleven	C2
76416	US	Ciel du Cheval Vineyard	94	35.00	Washington	Red Mountain	Columbia Valley	Red Blend	Soos Creek	C3
66900	US	Eileen Vineyard	89	45.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Cristom	C4
74780	Germany	Piesporter Goldtröpfchen Kabinett	90	23.00	Mosel			Riesling	Bischöfliche Weingüter Trier	C3
55710	Chile		85	7.00	Colchagua Valley			Cabernet Sauvignon	La Playa	C1
83586	Portugal	Azul Portugal	87	11.00	Palmela			Castelão	Wines & Winemakers	C1
113032	France	Le Méal	96	202.00	Rhône Valley	Hermitage		Syrah	M. Chapoutier	C2
32180	US	Olenik Vineyard Unfiltered	90	52.00	Oregon	Chehalem Mountains	Willamette Valley	Pinot Noir	J. Christopher	C4
121151	South Africa	Chenin Blanc - Sauvignon Blanc	86	10.00	Stellenbosch			White Blend	Bradgate	C1
147056	US		86	30.00	California	Alexander Valley	Sonoma	Cabernet Sauvignon	Arbios	C3
130818	France	Cuvée Tradition	89	32.00	Bordeaux	Saint-Émilion		Bordeaux-style Red Blend	Château Bellerose Figeac	C3
88223	France		88	30.00	Burgundy	Pouilly-Fuissé		Chardonnay	Bouchard Père & Fils	C3
32755	US	Rho	82	45.00	California	Sta. Rita Hills	Central Coast	Pinot Noir	Ampelos	C4
130128	US	Mes Trois Amours	83	36.00	California	California	California Other	Red Blend	Ledson	C3
40521	US		88	26.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Franc	Michael Florentino	C3
120167	US		93	20.00	Washington	Columbia Valley (WA)	Columbia Valley	Viognier	K Vintners	C1
103126	Italy	Aione	93	48.00	Tuscany	Toscana		Red Blend	Podere L'Aione	C4
105459	Australia	Single Vineyard	90	27.00	Western Australia	Western Australia		Chardonnay	Wise	C3
48801	US		91	15.00	Washington	Columbia Valley (WA)	Columbia Valley	Sauvignon Blanc	Rulo	C1
105079	US	Ecclestone	87	20.00	California	Central Coast	Central Coast	White Blend	Tangent	C1
140765	US		87	19.00	California	Sonoma County	Sonoma	Merlot	Dry Creek Vineyard	C1
100015	South Africa	Kadette	90	13.00	Stellenbosch			Red Blend	Kanonkop	C1
90090	US		90	15.00	California	Monterey	Central Coast	Riesling	Brass Tacks	C1
130366	France	Réserve	83	22.00	Alsace	Alsace		Gewürztraminer	Gustave Lorentz	C1
146126	US		87	25.00	California	Arroyo Grande Valley	Central Coast	Pinot Noir	Perbacco Cellars	C3
88174	Argentina	Reserva	87	12.00	Mendoza Province	Mendoza		Malbec	Santa Julia	C1
83887	US	Alban Vineyard	93	42.00	California	Edna Valley	Central Coast	Viognier	Failla	C4
7892	US		85	10.00	California	California	California Other	Sauvignon Blanc	Pepi	C1
129412	France	Colombard/Sauvignon	85	11.00	Southwest France	Vin de Pays des Côtes de Gascogne		Colombard-Sauvignon Blanc	Haut Marin	C1
58213	South Africa	Pincushion Vineyard	87	25.00	Cape Agulhas			Sauvignon Blanc	Lomond	C3
80932	France		88	25.00	Bordeaux	Haut-Médoc		Bordeaux-style Red Blend	Château Lamothe-Cissac	C3
126059	Chile	Casa	87	13.00	Rapel Valley			Merlot	Lapostolle	C1
38066	Spain	Reserva Selection Brut	83	15.00	Catalonia	Cava		Sparkling Blend	Mont Paral	C1
123926	US	Josie's Knoll Reserve	86	19.00	Virginia	Monticello		Merlot	Lovingston	C1
89355	Spain	Orchidea	86	13.00	Northern Spain	Navarra		Sauvignon Blanc	Inurrieta	C1
136479	France	Prestige	84	11.00	Rhône Valley	Côtes du Rhône		Rhône-style White Blend	La Châsse du Pape	C1
87185	South Africa		86	13.00	Coastal Region			Cabernet Sauvignon	Porcupine Ridge	C1
104323	Spain	Deóbriga Selección Familiar	91	22.00	Northern Spain	Rioja		Tempranillo Blend	R. de Ayala Lete E Hijos	C1
49435	Italy	Le Morete	88	18.00	Veneto	Valpolicella Superiore Ripasso		Corvina, Rondinella, Molinara	Manara	C1
20390	US		85	24.00	Oregon	Willamette Valley	Willamette Valley	Chardonnay	Torii Mor	C3
4148	US	Barrel Select	89	80.00	Oregon	Chehalem Mountains	Willamette Valley	Pinot Noir	Vidon Vineyard	C2
132030	Portugal	Evel Tinto	88	13.00	Douro			Portuguese Red	Real Companhia Velha	C1
23600	Italy	Casa Sant'Orsola	84	14.00	Piedmont	Asti		Moscato	Fratelli Martini	C1
6826	Italy	Castelletto Riserva	88	51.00	Piedmont	Roero		Nebbiolo	Malabaila	C4
56131	Croatia	Gran	89	45.00	Istria			Teran	Coronica	C4
61449	US		85	10.00	California	River Junction	Central Valley	Chardonnay	McManis	C1
72214	Portugal	Vintage	92	55.00	Port			Port	Romariz	C4
120160	Italy	Campo Inferi Riserva	93	85.00	Veneto	Amarone della Valpolicella Classico		Corvina, Rondinella, Molinara	Brunelli	C2
31259	US	Brut Cuvée	91	42.00	California	Santa Barbara County	Central Coast	Sparkling Blend	Goat Bubbles	C4
81189	Italy	Re Della Notte Extra Dry	85	15.00	Piedmont	Piedmont		Sparkling Blend	Veglio	C1
68621	France	Cuvée Sommelongue	88	10.00	Rhône Valley	Côtes du Rhône		Rhône-style Red Blend	Domaine Andre Brunel	C1
133513	US	Oak Savanna Vineyard	87	35.00	California	Santa Ynez Valley	Central Coast	Sangiovese	Koehler	C3
92413	US		85	20.00	California	Santa Maria Valley	Central Coast	Chardonnay	Three Saints	C1
36855	Argentina		85	11.00	Mendoza Province	Mendoza		Cabernet Sauvignon	Argento	C1
3267	Germany	Trocken	89	19.00	Rheinhessen			Grauburgunder	Thörle	C1
135315	Spain		84	7.00	Central Spain	Vino de la Tierra de Castilla		Tempranillo-Cabernet Sauvignon	Infinitus	C1
141528	US		88	25.00	Washington	Columbia Valley (WA)	Columbia Valley	Barbera	Ryan Patrick	C3
35140	Germany	Spätlese	87	23.00	Pfalz			Gewürztraminer	Fitz-Ritter	C3
79883	Chile	Selected Terroir	85	10.00	Maipo Valley			Sauvignon Blanc	Santa Ema	C1
118496	US	Appellation Series	83	30.00	California	Santa Lucia Highlands	Central Coast	Chardonnay	Cru	C3
103551	Italy	Cartizze Dry	88	30.00	Veneto	Prosecco Superiore di Cartizze		Prosecco	Masottina	C3
49010	South Africa		87	11.00	Durbanville			Sauvignon Blanc	Durbanville Hills	C1
111197	US	TF	88	20.00	Oregon	Willamette Valley	Willamette Valley	Tocai Friulano	Adelsheim	C1
83511	US		89	36.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Aubichon Cellars	C3
82801	Italy	La Fornace	90	65.00	Tuscany	Toscana		Cabernet Sauvignon	Carpineto	C4
133448	Italy		85	17.00	Veneto	Veneto		Pinot Grigio	Aldegheri	C1
95895	US		90	20.00	Washington	Yakima Valley	Columbia Valley	Chardonnay	Airfield Estates	C1
70734	France	Château la Tempérance	90	20.00	Bordeaux	Médoc		Bordeaux-style Red Blend	Bernard Magrez	C1
4497	US	OFS	93	40.00	California	Russian River Valley	Sonoma	Pinot Noir	De Loach	C3
74262	US	The Climber	86	14.00	California	California	California Other	Sauvignon Blanc	Clif Family	C1
96637	Argentina	Ique	84	11.00	Mendoza Province	Mendoza		Malbec	Enrique Foster	C1
131628	US		87	19.00	California	Paso Robles	Central Coast	Viognier	Robert Hall	C1
52242	Australia		85	16.00	South Australia	Coonawarra		Cabernet Sauvignon	Nick Faldo	C1
91291	Austria	Hohenberg	89	23.00	Wagram-Donauland			Grüner Veltliner	Josef Ehmoser	C3
104796	Italy	Coste di Rose	94	85.00	Piedmont	Barolo		Nebbiolo	Marchesi di Barolo	C2
25723	Italy		86	17.00	Sicily & Sardinia	Sicilia		Grillo	Feudo Maccari	C1
53693	Spain	Crianza	84	15.00	Northern Spain	Rioja		Tempranillo Blend	CVNE	C1
96538	Italy	Ugolino	90	60.00	Central Italy	Sagrantino di Montefalco		Sagrantino	Terre de Trinci	C4
1362	US		91	50.00	California	Sonoma Coast	Sonoma	Pinot Noir	Flowers	C4
37832	US	25th Anniversary J Cuvée	91	24.00	California	Russian River Valley	Sonoma	Sparkling Blend	J Vineyards & Winery	C3
106765	Italy	Amor Costante	92	65.00	Tuscany	Toscana		Merlot	Gianni Brunelli	C4
123458	US		85	26.00	California	Santa Barbara County	Central Coast	Grenache	Comartin	C3
41882	Spain		87	12.00	Northern Spain	Rioja		Tempranillo	Sierra Cantabria	C1
40538	US	Les Pierres	84	36.00	California	Sonoma Coast	Sonoma	Chardonnay	Sonoma-Cutrer	C3
13738	South Africa		89	35.00	Stellenbosch			Cabernet Sauvignon	Hartenberg	C3
107006	US		82	21.00	California	Paso Robles	Central Coast	Merlot	Cinnabar	C1
67254	Italy	Riserva	87	10.00	Tuscany	Chianti		Sangiovese	Renzo Masi	C1
94691	US	Bien Nacido Vineyard Elder Series	93	39.00	California	Santa Maria Valley	Central Coast	Chardonnay	Testarossa	C3
143557	Spain	Gran Coronas Reserva	88	20.00	Catalonia	Penedès		Cabernet Sauvignon	Torres	C1
73108	US	Rancho Ontiveros	90	48.00	California	Santa Maria Valley	Central Coast	Pinot Noir	Hug	C4
79334	New Zealand	Cellar Selection	87	15.00	Marlborough			Sauvignon Blanc	Sileni	C1
137620	Italy		92	60.00	Veneto	Amarone della Valpolicella Classico		Corvina, Rondinella, Molinara	Tommasi	C4
37851	Italy	Arcidiavolo	91	75.00	Tuscany	Toscana		Red Blend	Teruzzi & Puthod	C4
9454	Argentina	Reserva Etiqueta Blanca	84	13.00	Mendoza Province	Mendoza		Cabernet Sauvignon	Santa Julia	C1
135008	Australia		92	25.00	South Australia	Adelaide Hills		Sauvignon Blanc	Shaw and Smith	C3
27970	US	Overlook	90	25.00	California	San Luis Obispo-Sonoma-Monterey	California Other	Pinot Noir	Landmark	C3
131321	US	Pepper Bridge Vineyard	88	40.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Syrah	Waters	C3
103658	Australia		83	13.00	Australia Other	South Eastern Australia		Riesling	Kono Barú	C1
88537	Austria	Gedersdorfer Moosburgerin	88	15.00	Kremstal			Grüner Veltliner	Felsner	C1
66897	Portugal	Quinta do Valdoeiro	87	17.00	Bairrada			Syrah	Messias	C1
10923	US	Year of the Horse Ten Oaks Single Vineyard	90	72.00	California	Russian River Valley	Sonoma	Pinot Noir	Donum	C4
46565	Italy	Selezione	89	17.00	Piedmont	Barbera d'Asti		Barbera	Cantina Vignasone	C1
7206	US	Doyle Family Vineyards Reserve	90	25.00	New York	Finger Lakes	Finger Lakes	Blaufränkisch	Timothy Moore	C3
66246	US	Elerding Vineyard Double Barrel	88	35.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Sauvignon	Barrage Cellars	C3
44189	France		90	33.00	Bordeaux	Saint-Émilion		Bordeaux-style Red Blend	Château Roylland	C3
134507	US	Vintage Brut	84	32.00	California	Russian River Valley	Sonoma	Sparkling Blend	J Vineyards & Winery	C3
143716	US	Clifton Hill Vineyard	91	30.00	Washington	Columbia Valley (WA)	Columbia Valley	Syrah	Chatter Creek	C3
11426	Chile	Reserve Viognier-Sauvignon Blanc	87	11.00	Curicó Valley			White Blend	Junta	C1
19051	France	Grande Tradition	84	17.00	Languedoc-Roussillon	Minervois		Rhône-style Red Blend	Chateau du Donjon	C1
104375	New Zealand		85	19.00	Central Otago			Pinot Noir	Thatched Hut	C1
25418	Italy	Ginolfo	87	23.00	Sicily & Sardinia	Sicilia		Viognier	Baglio di Pianetto	C3
96285	South Africa		86	10.00	Western Cape			Chenin Blanc	Indaba	C1
10413	Argentina		88	32.00	Mendoza Province	Uco Valley		Malbec	Mas	C3
76770	US	Big Papa	93	49.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Sauvignon	Efeste	C4
142246	Germany	Kabinett	88	17.00	Nahe			Riesling	Schloss Wallhausen	C1
91676	Australia	Rosé	84	17.00	Victoria	Victoria		Pinot Noir	Green Point	C1
15887	Austria	1 Lage	89	21.00	Niederösterreich			Grüner Veltliner	Setzer	C1
95874	Spain	Reserva	83	19.00	Northern Spain	Rioja		Tempranillo	Diez-Caballero	C1
96719	France	Saint-August	87	20.00	Provence	Vin de Pays Var		Red Blend	Triennes	C1
34565	France		86	50.00	Rhône Valley	Châteauneuf-du-Pape		Rhône-style Red Blend	Domaine la Mereuille	C4
28493	France		86	17.00	Bordeaux	Bordeaux Supérieur		Merlot	Château Larteau	C1
98917	US	Huber Vineyard	89	32.00	California	Sta. Rita Hills	Central Coast	Pinot Noir	Seagrape	C3
68146	Austria	Ried Sandgrube	87	10.00	Niederösterreich			Grüner Veltliner	Winzer Krems	C1
50630	Australia		87	20.00	South Australia	Barossa		Cabernet Sauvignon	Schild Estate	C1
113309	France	Fleur du Crussol	93	52.00	Rhône Valley	Saint-Péray		Marsanne	Alain Voge	C4
89890	Italy	Tre Stelle	88	68.00	Piedmont	Barbaresco		Nebbiolo	Cascina delle Rose	C4
73260	US		85	11.00	California	North Coast	North Coast	Cabernet Sauvignon	Monogamy	C1
75842	Italy	Antichello	89	26.00	Veneto	Valpolicella Superiore Ripasso		Red Blend	Santa Sofia	C3
54066	Chile	Catalina	91	37.00	Cachapoal Valley			Cabernet Blend	Santa Ema	C3
62299	Australia		87	10.00	South Australia	Barossa		Shiraz	Wagtail	C1
122325	Portugal	Serrado Colheita	90	7.00	Dão			Portuguese Red	Quinta do Serrado	C1
133633	Argentina	Altosur	85	11.00	Mendoza Province	Tupungato		Merlot	Finca Sophenia	C1
144173	US	Reserve	86	22.00	Washington	Columbia Valley (WA)	Columbia Valley	Chardonnay	Hogue	C1
27340	France	Vin Rare	89	41.00	Rhône Valley	Gigondas		Rhône-style Red Blend	Dauvergne & Ranvier	C3
135119	US	Estate	82	28.00	California	Paso Robles	Central Coast	Zinfandel	Midnight	C3
41009	New Zealand	Pathway Single Estate	85	15.00	Marlborough			Pinot Noir	Ara	C1
30258	Chile	Reserva	85	12.00	Maule Valley			Merlot	Chilcas	C1
144633	South Africa	Cape Soleil	82	12.00	Coastal Region			Shiraz	Natural State	C1
138887	South Africa		88	16.00	Stellenbosch			Merlot	Beau Joubert	C1
94874	US	Vintage	86	50.00	Missouri	Augusta		Port	Mount Pleasant Winery	C4
64900	US	Ursa	90	39.00	Washington	Columbia Valley (WA)	Columbia Valley	Red Blend	Baer	C3
72791	Italy	Pora Riserva	90	67.00	Piedmont	Barbaresco		Nebbiolo	Produttori del Barbaresco	C4
80385	France	Clos de Godeaux Premier Cru	90	35.00	Burgundy	Savigny-lès-Beaune		Pinot Noir	Joseph Drouhin	C3
37833	Portugal		91	10.00	Moscatel de Setúbal			Moscatel	José Maria da Fonseca	C1
33423	US	Larner Vineyard Estrella Clone Reserve	90	39.00	California	Santa Barbara County	Central Coast	Syrah	db Winery	C3
131787	Germany	Zeltinger Sonnenuhr Spätlese	92	30.00	Mosel			Riesling	Markus Molitor	C3
73438	Italy	Alba in Vigna	85	18.00	Central Italy	Colli Bolognesi		Pignoletto	Bonfiglio	C1
57138	US	Taylor Lane Vineyard	94	50.00	California	Sonoma Coast	Sonoma	Pinot Noir	Belle Glos	C4
85725	US	Quail Run	87	22.00	Oregon	Southern Oregon	Southern Oregon	Pinot Blanc	Erath	C1
117856	US	Olive Hill	93	50.00	California	Sonoma Valley	Sonoma	Cabernet Sauvignon	B.R. Cohn	C4
143083	US		86	13.00	Washington	Yakima Valley	Columbia Valley	Roussanne	Bridgman	C1
35436	Australia		87	20.00	South Australia	Adelaide Hills		Pinot Noir	Sidewood	C1
97860	US		87	75.00	California	Oakville	Napa	Cabernet Sauvignon	Pine Ridge	C4
74689	US	Ritchie Vineyard	93	44.00	California	Russian River Valley	Sonoma	Chardonnay	De Loach	C4
15934	US	Riverview Vineyard	86	14.00	California	Monterey	Central Coast	White Riesling	Storrs	C1
148566	US	Dry	90	16.00	New York	Finger Lakes	Finger Lakes	Riesling	Ravines	C1
52620	US	The Offering	91	25.00	California	Santa Barbara County	Central Coast	Rhône-style Red Blend	Sans Liege	C3
31944	US	Wildcreek Canyon	83	7.00	California	California	California Other	Merlot	CK Mondavi	C1
142505	Australia		88	16.00	South Australia	Limestone Coast		Shiraz-Cabernet Sauvignon	Greg Norman Estates	C1
33625	US		88	30.00	California	Santa Barbara County	Central Coast	Pinot Noir	Rusack	C3
124651	US	Monte Lago Vineyards	83	20.00	California	Clear Lake	Mendocino/Lake Counties	Sauvignon Blanc	Croze	C1
112698	US	Valley View Vineyard	82	18.00	California	Santa Barbara County	Central Coast	Sauvignon Blanc	Lucas & Lewellen	C1
53748	US	Sonoma Heritage Vines	83	18.00	California	Sonoma County	Sonoma	Zinfandel	Rancho Zabaco	C1
19783	Italy	Hedòs	87	19.00	Central Italy	Montepulciano d'Abruzzo Cerasuolo		Rosé	Cantina Tollo	C1
17940	Italy		86	15.00	Northeastern Italy	Venezia Giulia		Pinot Grigio	Marco Cecchini	C1
4664	US		88	60.00	California	Russian River Valley	Sonoma	Pinot Noir	Della	C4
12051	Chile	Selección del Directorio Gran Reserva	87	10.00	Colchagua Valley			Carmenère	Santa Helena	C1
35981	New Zealand		88	15.00	Marlborough			Pinot Noir	Clifford Bay Estate	C1
118588	Lebanon	Grand Vin Bourgeois	83	25.00	Bekaa Valley			Red Blend	Heritage	C3
36682	Italy	Cum Laude	92	38.00	Tuscany	Toscana		Red Blend	Castello Banfi	C3
80182	Italy	Trappoline	86	15.00	Tuscany	Toscana		White Blend	Badia a Coltibuono	C1
133526	Italy	Dogajolo	87	12.00	Tuscany	Toscana		White Blend	Carpineto	C1
57541	US	Estate Midnight Red Wine	90	30.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Red Blend	Watermill	C3
15363	US		87	29.00	California	Sonoma Coast	Sonoma	Pinot Noir	Merry Edwards	C3
123865	Chile	T.H.	89	17.00	Leyda Valley			Sauvignon Blanc	Undurraga	C1
38141	Spain	Coraje	90	44.00	Catalonia	Priorat		Red Blend	Fuentes	C4
20939	Portugal	Esporão Reserva	87	25.00	Alentejo			Portuguese Red	Herdade do Esporão	C3
138849	US	Serenade in Blanc	82	12.00	California	California	California Other	Sauvignon Blanc	R & B Cellars	C1
127809	Portugal	Samora Branco	86	11.00	Tejo			Portuguese White	Wines & Winemakers	C1
66310	US		92	25.00	California	Sonoma Coast	Sonoma	Chardonnay	Hartford	C3
83065	US	Estate	88	18.00	New York	Finger Lakes	Finger Lakes	Gewürztraminer	Rooster Hill	C1
115057	Spain	Finca Resalso	87	15.00	Northern Spain	Ribera del Duero		Tinto Fino	Emilio Moro	C1
111881	New Zealand	Winemakers Signature	87	13.00	Hawke's Bay			Chardonnay	Kemblefield	C1
99645	US		86	25.00	California	Napa Valley	Napa	Chardonnay	William Hill Estate	C3
33608	Germany	Spätlese	88	13.00	Mosel			Riesling	Heinz Eifel	C1
103269	Argentina		83	13.00	Mendoza Province	Mendoza		Bonarda	Argento	C1
50662	France	Domaine le Petit Bon Dieu Réserve	88	10.00	Loire Valley	Bourgueil		Cabernet Franc	Paul Buisse	C1
148556	France	Saint-Meyland Brut	85	14.00	France Other	Vin Mousseux		Champagne Blend	Les Caves de Bailly	C1
135839	New Zealand		84	42.00	Marlborough			Pinot Noir	Foxes Island	C3
93177	Chile	Reserva	84	15.00	Maule Valley			Merlot	Portal Del Alto	C1
127166	US	Ellie's Vineyard	84	35.00	California	Dry Creek Valley	Sonoma	Petite Sirah	Wilson	C3
103624	US		87	9.00	California	California	California Other	White Blend	Kenwood	C1
11508	Germany	Graach Josephshöfer GG Trocken	94	52.00	Mosel			Riesling	Reichsgraf von Kesselstatt	C4
27152	US	Estate Grown	88	36.00	California	Alexander Valley	Sonoma	Syrah	Reynoso	C3
10196	Italy	Mastronicola Nocera	87	34.00	Sicily & Sardinia	Sicilia		Red Blend	Cambria	C3
30116	Spain	Mas de Can Blau	92	45.00	Catalonia	Montsant		Red Blend	Can Blau	C4
41623	Uruguay	Amat	87	30.00	Uruguay			Tannat	Bodegas Carrau	C3
49005	Italy	Monrosso	87	13.00	Tuscany	Chianti		Sangiovese	Castello di Monsanto	C1
61832	Spain	Old Vines Reserva	88	17.00	Central Spain	Valdepeñas		Tempranillo	Bodegas Navarro López	C1
62833	Argentina		81	9.00	Mendoza Province	Mendoza		Malbec	Coiron	C1
102798	US		84	11.00	California	California	California Other	Red Blend	The Big Red Monster	C1
31910	US	Elderding Six Prong Vineyard	87	29.00	Washington	Horse Heaven Hills	Columbia Valley	Sangiovese	Stottle	C3
90326	Italy		87	30.00	Tuscany	Rosso di Montalcino		Sangiovese Grosso	La Togata	C3
144285	Italy	Crede	90	18.00	Veneto	Prosecco di Valdobbiadene		Prosecco	Bisol	C1
129792	Argentina	Reserva	91	18.00	Mendoza Province	Luján de Cuyo		Malbec	Luigi Bosca	C1
26473	US	Isosceles Reserve	94	95.00	California	Paso Robles	Central Coast	Bordeaux-style Red Blend	Justin	C2
25585	Portugal	Lot 1 Auction Reserve	87	27.00	Port			Port	Broadbent	C3
82750	US		87	27.00	California	Paso Robles	Central Coast	Rosé	Tablas Creek	C3
148993	Italy		83	20.00	Northeastern Italy	Collio		Pinot Grigio	Isidoro Polencic	C1
46445	US	Dominio del Falcon	91	75.00	California	Sta. Rita Hills	Central Coast	Pinot Noir	Sanford	C4
68011	Germany	Impulse (Gold) QbA	86	14.00	Mosel-Saar-Ruwer			Riesling	C.H. Berres	C1
114797	US	Kick Ranch	87	25.00	California	Sonoma County	Sonoma	Sauvignon Blanc	Enkidu	C3
17403	US	Dry	88	12.00	Oregon	Willamette Valley	Willamette Valley	Gewürztraminer	Airlie	C1
71550	Australia	Barossa Wines Unoaked	87	14.00	South Australia	Barossa		Chardonnay	Grant Burge	C1
128040	US	Big House Red	85	10.00	California	California	California Other	Red Blend	Big House	C1
21413	Portugal	Cape Roca Fish	86	16.00	Vinho Verde			Portuguese White	Casca Wines	C1
101657	US		83	41.00	California	Napa Valley	Napa	Cabernet Sauvignon	Titus	C3
39833	Italy		90	23.00	Northeastern Italy	Alto Adige		Sauvignon	Weingut Niklas	C3
4756	France	Pavillon Blanc du Château Margaux	93	150.00	Bordeaux	Bordeaux Blanc		Bordeaux-style White Blend	Château Margaux	C2
148892	Italy		84	15.00	Northeastern Italy	Alto Adige		Pinot Grigio	Girlan	C1
108468	Italy	Vigneto Dirupo Extra Dry	87	16.00	Veneto	Prosecco di Valdobbiadene		Prosecco	Andreola Orsola	C1
148004	Argentina		87	9.00	Mendoza Province	Mendoza		Merlot	Tango Sur	C1
51174	US	The Heritage Collection	80	12.00	California	Lodi	Central Valley	Petite Sirah	Peirano	C1
116953	Australia	Dead Ringer	90	60.00	South Australia	McLaren Vale		Cabernet Sauvignon	Wirra Wirra	C4
125821	US	Rosella's Vineyard	85	48.00	California	Santa Lucia Highlands	Central Coast	Pinot Noir	A.P. Vin	C4
75156	France	Les Jardins	86	14.00	Languedoc-Roussillon	Faugères		Rhône-style Red Blend	Domaine Saint Antonin	C1
64645	US	Dobles Lías Don Miguel Vineyard	94	40.00	California	Russian River Valley	Sonoma	Chardonnay	Marimar Estate	C3
84655	US	The Glenrose Vineyard Reserve	93	55.00	California	Paso Robles	Central Coast	Syrah	Adelaida	C4
