id	country	designation	points	price	province	region_1	region_2	variety	winery
125350	France		88	36.00	Burgundy	Macon-Verge		Chardonnay	Domaine Leflaive
29809	Portugal	Serras de Azeitão Selecção do Enólogo	85	12.00	Península de Setúbal			Portuguese White	Bacalhôa Wines of Portugal
61450	France	Demoiselle Tête de Cuvée	85	33.00	Champagne	Champagne		Champagne Blend	Vranken
68218	US		85	28.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Cabernet Sauvignon	Holmes Harbor Cellars
131646	US	Stainless Cuvée	92	20.00	Washington	Wahluke Slope	Columbia Valley	Chardonnay	Rulo
38610	Italy	Etichetta Blu	87	16.00	Tuscany	Montecarlo		Red Blend	Tenuta del Buonamico
18541	South Africa	Adama	86	18.00	Wellington			Red Blend	Bosman Family Vineyards
80415	US	Parsons' Vineyard	92	49.00	California	Russian River Valley	Sonoma	Pinot Noir	Siduri
15410	Australia	Giant Steps Vineyard, Bernard Clones	87	40.00	Victoria	Yarra Valley		Chardonnay	Sexton
28430	US	Laki's Vineyard Estate	90	111.00	California	Oak Knoll District	Napa	Cabernet Sauvignon	Eleven Eleven
76416	US	Ciel du Cheval Vineyard	94	35.00	Washington	Red Mountain	Columbia Valley	Red Blend	Soos Creek
66900	US	Eileen Vineyard	89	45.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Cristom
74780	Germany	Piesporter Goldtröpfchen Kabinett	90	23.00	Mosel			Riesling	Bischöfliche Weingüter Trier
55710	Chile		85	7.00	Colchagua Valley			Cabernet Sauvignon	La Playa
83586	Portugal	Azul Portugal	87	11.00	Palmela			Castelão	Wines & Winemakers
113032	France	Le Méal	96	202.00	Rhône Valley	Hermitage		Syrah	M. Chapoutier
32180	US	Olenik Vineyard Unfiltered	90	52.00	Oregon	Chehalem Mountains	Willamette Valley	Pinot Noir	J. Christopher
121151	South Africa	Chenin Blanc - Sauvignon Blanc	86	10.00	Stellenbosch			White Blend	Bradgate
147056	US		86	30.00	California	Alexander Valley	Sonoma	Cabernet Sauvignon	Arbios
130818	France	Cuvée Tradition	89	32.00	Bordeaux	Saint-Émilion		Bordeaux-style Red Blend	Château Bellerose Figeac
88223	France		88	30.00	Burgundy	Pouilly-Fuissé		Chardonnay	Bouchard Père & Fils
32755	US	Rho	82	45.00	California	Sta. Rita Hills	Central Coast	Pinot Noir	Ampelos
130128	US	Mes Trois Amours	83	36.00	California	California	California Other	Red Blend	Ledson
40521	US		88	26.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Franc	Michael Florentino
120167	US		93	20.00	Washington	Columbia Valley (WA)	Columbia Valley	Viognier	K Vintners
103126	Italy	Aione	93	48.00	Tuscany	Toscana		Red Blend	Podere L'Aione
105459	Australia	Single Vineyard	90	27.00	Western Australia	Western Australia		Chardonnay	Wise
48801	US		91	15.00	Washington	Columbia Valley (WA)	Columbia Valley	Sauvignon Blanc	Rulo
105079	US	Ecclestone	87	20.00	California	Central Coast	Central Coast	White Blend	Tangent
140765	US		87	19.00	California	Sonoma County	Sonoma	Merlot	Dry Creek Vineyard
100015	South Africa	Kadette	90	13.00	Stellenbosch			Red Blend	Kanonkop
90090	US		90	15.00	California	Monterey	Central Coast	Riesling	Brass Tacks
130366	France	Réserve	83	22.00	Alsace	Alsace		Gewürztraminer	Gustave Lorentz
146126	US		87	25.00	California	Arroyo Grande Valley	Central Coast	Pinot Noir	Perbacco Cellars
88174	Argentina	Reserva	87	12.00	Mendoza Province	Mendoza		Malbec	Santa Julia
83887	US	Alban Vineyard	93	42.00	California	Edna Valley	Central Coast	Viognier	Failla
7892	US		85	10.00	California	California	California Other	Sauvignon Blanc	Pepi
129412	France	Colombard/Sauvignon	85	11.00	Southwest France	Vin de Pays des Côtes de Gascogne		Colombard-Sauvignon Blanc	Haut Marin
58213	South Africa	Pincushion Vineyard	87	25.00	Cape Agulhas			Sauvignon Blanc	Lomond
80932	France		88	25.00	Bordeaux	Haut-Médoc		Bordeaux-style Red Blend	Château Lamothe-Cissac
126059	Chile	Casa	87	13.00	Rapel Valley			Merlot	Lapostolle
38066	Spain	Reserva Selection Brut	83	15.00	Catalonia	Cava		Sparkling Blend	Mont Paral
123926	US	Josie's Knoll Reserve	86	19.00	Virginia	Monticello		Merlot	Lovingston
89355	Spain	Orchidea	86	13.00	Northern Spain	Navarra		Sauvignon Blanc	Inurrieta
136479	France	Prestige	84	11.00	Rhône Valley	Côtes du Rhône		Rhône-style White Blend	La Châsse du Pape
87185	South Africa		86	13.00	Coastal Region			Cabernet Sauvignon	Porcupine Ridge
104323	Spain	Deóbriga Selección Familiar	91	22.00	Northern Spain	Rioja		Tempranillo Blend	R. de Ayala Lete E Hijos
49435	Italy	Le Morete	88	18.00	Veneto	Valpolicella Superiore Ripasso		Corvina, Rondinella, Molinara	Manara
20390	US		85	24.00	Oregon	Willamette Valley	Willamette Valley	Chardonnay	Torii Mor
4148	US	Barrel Select	89	80.00	Oregon	Chehalem Mountains	Willamette Valley	Pinot Noir	Vidon Vineyard
132030	Portugal	Evel Tinto	88	13.00	Douro			Portuguese Red	Real Companhia Velha
23600	Italy	Casa Sant'Orsola	84	14.00	Piedmont	Asti		Moscato	Fratelli Martini
6826	Italy	Castelletto Riserva	88	51.00	Piedmont	Roero		Nebbiolo	Malabaila
56131	Croatia	Gran	89	45.00	Istria			Teran	Coronica
61449	US		85	10.00	California	River Junction	Central Valley	Chardonnay	McManis
72214	Portugal	Vintage	92	55.00	Port			Port	Romariz
120160	Italy	Campo Inferi Riserva	93	85.00	Veneto	Amarone della Valpolicella Classico		Corvina, Rondinella, Molinara	Brunelli
31259	US	Brut Cuvée	91	42.00	California	Santa Barbara County	Central Coast	Sparkling Blend	Goat Bubbles
81189	Italy	Re Della Notte Extra Dry	85	15.00	Piedmont	Piedmont		Sparkling Blend	Veglio
68621	France	Cuvée Sommelongue	88	10.00	Rhône Valley	Côtes du Rhône		Rhône-style Red Blend	Domaine Andre Brunel
133513	US	Oak Savanna Vineyard	87	35.00	California	Santa Ynez Valley	Central Coast	Sangiovese	Koehler
92413	US		85	20.00	California	Santa Maria Valley	Central Coast	Chardonnay	Three Saints
36855	Argentina		85	11.00	Mendoza Province	Mendoza		Cabernet Sauvignon	Argento
3267	Germany	Trocken	89	19.00	Rheinhessen			Grauburgunder	Thörle
135315	Spain		84	7.00	Central Spain	Vino de la Tierra de Castilla		Tempranillo-Cabernet Sauvignon	Infinitus
141528	US		88	25.00	Washington	Columbia Valley (WA)	Columbia Valley	Barbera	Ryan Patrick
35140	Germany	Spätlese	87	23.00	Pfalz			Gewürztraminer	Fitz-Ritter
79883	Chile	Selected Terroir	85	10.00	Maipo Valley			Sauvignon Blanc	Santa Ema
118496	US	Appellation Series	83	30.00	California	Santa Lucia Highlands	Central Coast	Chardonnay	Cru
103551	Italy	Cartizze Dry	88	30.00	Veneto	Prosecco Superiore di Cartizze		Prosecco	Masottina
49010	South Africa		87	11.00	Durbanville			Sauvignon Blanc	Durbanville Hills
111197	US	TF	88	20.00	Oregon	Willamette Valley	Willamette Valley	Tocai Friulano	Adelsheim
83511	US		89	36.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Aubichon Cellars
82801	Italy	La Fornace	90	65.00	Tuscany	Toscana		Cabernet Sauvignon	Carpineto
133448	Italy		85	17.00	Veneto	Veneto		Pinot Grigio	Aldegheri
95895	US		90	20.00	Washington	Yakima Valley	Columbia Valley	Chardonnay	Airfield Estates
70734	France	Château la Tempérance	90	20.00	Bordeaux	Médoc		Bordeaux-style Red Blend	Bernard Magrez
4497	US	OFS	93	40.00	California	Russian River Valley	Sonoma	Pinot Noir	De Loach
74262	US	The Climber	86	14.00	California	California	California Other	Sauvignon Blanc	Clif Family
96637	Argentina	Ique	84	11.00	Mendoza Province	Mendoza		Malbec	Enrique Foster
131628	US		87	19.00	California	Paso Robles	Central Coast	Viognier	Robert Hall
52242	Australia		85	16.00	South Australia	Coonawarra		Cabernet Sauvignon	Nick Faldo
91291	Austria	Hohenberg	89	23.00	Wagram-Donauland			Grüner Veltliner	Josef Ehmoser
104796	Italy	Coste di Rose	94	85.00	Piedmont	Barolo		Nebbiolo	Marchesi di Barolo
25723	Italy		86	17.00	Sicily & Sardinia	Sicilia		Grillo	Feudo Maccari
53693	Spain	Crianza	84	15.00	Northern Spain	Rioja		Tempranillo Blend	CVNE
96538	Italy	Ugolino	90	60.00	Central Italy	Sagrantino di Montefalco		Sagrantino	Terre de Trinci
1362	US		91	50.00	California	Sonoma Coast	Sonoma	Pinot Noir	Flowers
37832	US	25th Anniversary J Cuvée	91	24.00	California	Russian River Valley	Sonoma	Sparkling Blend	J Vineyards & Winery
106765	Italy	Amor Costante	92	65.00	Tuscany	Toscana		Merlot	Gianni Brunelli
123458	US		85	26.00	California	Santa Barbara County	Central Coast	Grenache	Comartin
41882	Spain		87	12.00	Northern Spain	Rioja		Tempranillo	Sierra Cantabria
40538	US	Les Pierres	84	36.00	California	Sonoma Coast	Sonoma	Chardonnay	Sonoma-Cutrer
13738	South Africa		89	35.00	Stellenbosch			Cabernet Sauvignon	Hartenberg
107006	US		82	21.00	California	Paso Robles	Central Coast	Merlot	Cinnabar
67254	Italy	Riserva	87	10.00	Tuscany	Chianti		Sangiovese	Renzo Masi
94691	US	Bien Nacido Vineyard Elder Series	93	39.00	California	Santa Maria Valley	Central Coast	Chardonnay	Testarossa
143557	Spain	Gran Coronas Reserva	88	20.00	Catalonia	Penedès		Cabernet Sauvignon	Torres
73108	US	Rancho Ontiveros	90	48.00	California	Santa Maria Valley	Central Coast	Pinot Noir	Hug
79334	New Zealand	Cellar Selection	87	15.00	Marlborough			Sauvignon Blanc	Sileni
137620	Italy		92	60.00	Veneto	Amarone della Valpolicella Classico		Corvina, Rondinella, Molinara	Tommasi
37851	Italy	Arcidiavolo	91	75.00	Tuscany	Toscana		Red Blend	Teruzzi & Puthod
9454	Argentina	Reserva Etiqueta Blanca	84	13.00	Mendoza Province	Mendoza		Cabernet Sauvignon	Santa Julia
135008	Australia		92	25.00	South Australia	Adelaide Hills		Sauvignon Blanc	Shaw and Smith
27970	US	Overlook	90	25.00	California	San Luis Obispo-Sonoma-Monterey	California Other	Pinot Noir	Landmark
131321	US	Pepper Bridge Vineyard	88	40.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Syrah	Waters
103658	Australia		83	13.00	Australia Other	South Eastern Australia		Riesling	Kono Barú
88537	Austria	Gedersdorfer Moosburgerin	88	15.00	Kremstal			Grüner Veltliner	Felsner
66897	Portugal	Quinta do Valdoeiro	87	17.00	Bairrada			Syrah	Messias
10923	US	Year of the Horse Ten Oaks Single Vineyard	90	72.00	California	Russian River Valley	Sonoma	Pinot Noir	Donum
46565	Italy	Selezione	89	17.00	Piedmont	Barbera d'Asti		Barbera	Cantina Vignasone
7206	US	Doyle Family Vineyards Reserve	90	25.00	New York	Finger Lakes	Finger Lakes	Blaufränkisch	Timothy Moore
66246	US	Elerding Vineyard Double Barrel	88	35.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Sauvignon	Barrage Cellars
44189	France		90	33.00	Bordeaux	Saint-Émilion		Bordeaux-style Red Blend	Château Roylland
134507	US	Vintage Brut	84	32.00	California	Russian River Valley	Sonoma	Sparkling Blend	J Vineyards & Winery
143716	US	Clifton Hill Vineyard	91	30.00	Washington	Columbia Valley (WA)	Columbia Valley	Syrah	Chatter Creek
11426	Chile	Reserve Viognier-Sauvignon Blanc	87	11.00	Curicó Valley			White Blend	Junta
19051	France	Grande Tradition	84	17.00	Languedoc-Roussillon	Minervois		Rhône-style Red Blend	Chateau du Donjon
104375	New Zealand		85	19.00	Central Otago			Pinot Noir	Thatched Hut
25418	Italy	Ginolfo	87	23.00	Sicily & Sardinia	Sicilia		Viognier	Baglio di Pianetto
96285	South Africa		86	10.00	Western Cape			Chenin Blanc	Indaba
10413	Argentina		88	32.00	Mendoza Province	Uco Valley		Malbec	Mas
76770	US	Big Papa	93	49.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Sauvignon	Efeste
142246	Germany	Kabinett	88	17.00	Nahe			Riesling	Schloss Wallhausen
91676	Australia	Rosé	84	17.00	Victoria	Victoria		Pinot Noir	Green Point
15887	Austria	1 Lage	89	21.00	Niederösterreich			Grüner Veltliner	Setzer
95874	Spain	Reserva	83	19.00	Northern Spain	Rioja		Tempranillo	Diez-Caballero
96719	France	Saint-August	87	20.00	Provence	Vin de Pays Var		Red Blend	Triennes
34565	France		86	50.00	Rhône Valley	Châteauneuf-du-Pape		Rhône-style Red Blend	Domaine la Mereuille
28493	France		86	17.00	Bordeaux	Bordeaux Supérieur		Merlot	Château Larteau
98917	US	Huber Vineyard	89	32.00	California	Sta. Rita Hills	Central Coast	Pinot Noir	Seagrape
68146	Austria	Ried Sandgrube	87	10.00	Niederösterreich			Grüner Veltliner	Winzer Krems
50630	Australia		87	20.00	South Australia	Barossa		Cabernet Sauvignon	Schild Estate
113309	France	Fleur du Crussol	93	52.00	Rhône Valley	Saint-Péray		Marsanne	Alain Voge
89890	Italy	Tre Stelle	88	68.00	Piedmont	Barbaresco		Nebbiolo	Cascina delle Rose
73260	US		85	11.00	California	North Coast	North Coast	Cabernet Sauvignon	Monogamy
75842	Italy	Antichello	89	26.00	Veneto	Valpolicella Superiore Ripasso		Red Blend	Santa Sofia
54066	Chile	Catalina	91	37.00	Cachapoal Valley			Cabernet Blend	Santa Ema
62299	Australia		87	10.00	South Australia	Barossa		Shiraz	Wagtail
122325	Portugal	Serrado Colheita	90	7.00	Dão			Portuguese Red	Quinta do Serrado
133633	Argentina	Altosur	85	11.00	Mendoza Province	Tupungato		Merlot	Finca Sophenia
144173	US	Reserve	86	22.00	Washington	Columbia Valley (WA)	Columbia Valley	Chardonnay	Hogue
27340	France	Vin Rare	89	41.00	Rhône Valley	Gigondas		Rhône-style Red Blend	Dauvergne & Ranvier
135119	US	Estate	82	28.00	California	Paso Robles	Central Coast	Zinfandel	Midnight
41009	New Zealand	Pathway Single Estate	85	15.00	Marlborough			Pinot Noir	Ara
30258	Chile	Reserva	85	12.00	Maule Valley			Merlot	Chilcas
144633	South Africa	Cape Soleil	82	12.00	Coastal Region			Shiraz	Natural State
138887	South Africa		88	16.00	Stellenbosch			Merlot	Beau Joubert
94874	US	Vintage	86	50.00	Missouri	Augusta		Port	Mount Pleasant Winery
64900	US	Ursa	90	39.00	Washington	Columbia Valley (WA)	Columbia Valley	Red Blend	Baer
72791	Italy	Pora Riserva	90	67.00	Piedmont	Barbaresco		Nebbiolo	Produttori del Barbaresco
80385	France	Clos de Godeaux Premier Cru	90	35.00	Burgundy	Savigny-lès-Beaune		Pinot Noir	Joseph Drouhin
37833	Portugal		91	10.00	Moscatel de Setúbal			Moscatel	José Maria da Fonseca
33423	US	Larner Vineyard Estrella Clone Reserve	90	39.00	California	Santa Barbara County	Central Coast	Syrah	db Winery
131787	Germany	Zeltinger Sonnenuhr Spätlese	92	30.00	Mosel			Riesling	Markus Molitor
73438	Italy	Alba in Vigna	85	18.00	Central Italy	Colli Bolognesi		Pignoletto	Bonfiglio
57138	US	Taylor Lane Vineyard	94	50.00	California	Sonoma Coast	Sonoma	Pinot Noir	Belle Glos
85725	US	Quail Run	87	22.00	Oregon	Southern Oregon	Southern Oregon	Pinot Blanc	Erath
117856	US	Olive Hill	93	50.00	California	Sonoma Valley	Sonoma	Cabernet Sauvignon	B.R. Cohn
143083	US		86	13.00	Washington	Yakima Valley	Columbia Valley	Roussanne	Bridgman
35436	Australia		87	20.00	South Australia	Adelaide Hills		Pinot Noir	Sidewood
97860	US		87	75.00	California	Oakville	Napa	Cabernet Sauvignon	Pine Ridge
74689	US	Ritchie Vineyard	93	44.00	California	Russian River Valley	Sonoma	Chardonnay	De Loach
15934	US	Riverview Vineyard	86	14.00	California	Monterey	Central Coast	White Riesling	Storrs
148566	US	Dry	90	16.00	New York	Finger Lakes	Finger Lakes	Riesling	Ravines
52620	US	The Offering	91	25.00	California	Santa Barbara County	Central Coast	Rhône-style Red Blend	Sans Liege
31944	US	Wildcreek Canyon	83	7.00	California	California	California Other	Merlot	CK Mondavi
142505	Australia		88	16.00	South Australia	Limestone Coast		Shiraz-Cabernet Sauvignon	Greg Norman Estates
33625	US		88	30.00	California	Santa Barbara County	Central Coast	Pinot Noir	Rusack
124651	US	Monte Lago Vineyards	83	20.00	California	Clear Lake	Mendocino/Lake Counties	Sauvignon Blanc	Croze
112698	US	Valley View Vineyard	82	18.00	California	Santa Barbara County	Central Coast	Sauvignon Blanc	Lucas & Lewellen
53748	US	Sonoma Heritage Vines	83	18.00	California	Sonoma County	Sonoma	Zinfandel	Rancho Zabaco
19783	Italy	Hedòs	87	19.00	Central Italy	Montepulciano d'Abruzzo Cerasuolo		Rosé	Cantina Tollo
17940	Italy		86	15.00	Northeastern Italy	Venezia Giulia		Pinot Grigio	Marco Cecchini
4664	US		88	60.00	California	Russian River Valley	Sonoma	Pinot Noir	Della
12051	Chile	Selección del Directorio Gran Reserva	87	10.00	Colchagua Valley			Carmenère	Santa Helena
35981	New Zealand		88	15.00	Marlborough			Pinot Noir	Clifford Bay Estate
118588	Lebanon	Grand Vin Bourgeois	83	25.00	Bekaa Valley			Red Blend	Heritage
36682	Italy	Cum Laude	92	38.00	Tuscany	Toscana		Red Blend	Castello Banfi
80182	Italy	Trappoline	86	15.00	Tuscany	Toscana		White Blend	Badia a Coltibuono
133526	Italy	Dogajolo	87	12.00	Tuscany	Toscana		White Blend	Carpineto
57541	US	Estate Midnight Red Wine	90	30.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Red Blend	Watermill
15363	US		87	29.00	California	Sonoma Coast	Sonoma	Pinot Noir	Merry Edwards
123865	Chile	T.H.	89	17.00	Leyda Valley			Sauvignon Blanc	Undurraga
38141	Spain	Coraje	90	44.00	Catalonia	Priorat		Red Blend	Fuentes
20939	Portugal	Esporão Reserva	87	25.00	Alentejo			Portuguese Red	Herdade do Esporão
138849	US	Serenade in Blanc	82	12.00	California	California	California Other	Sauvignon Blanc	R & B Cellars
127809	Portugal	Samora Branco	86	11.00	Tejo			Portuguese White	Wines & Winemakers
66310	US		92	25.00	California	Sonoma Coast	Sonoma	Chardonnay	Hartford
83065	US	Estate	88	18.00	New York	Finger Lakes	Finger Lakes	Gewürztraminer	Rooster Hill
115057	Spain	Finca Resalso	87	15.00	Northern Spain	Ribera del Duero		Tinto Fino	Emilio Moro
111881	New Zealand	Winemakers Signature	87	13.00	Hawke's Bay			Chardonnay	Kemblefield
99645	US		86	25.00	California	Napa Valley	Napa	Chardonnay	William Hill Estate
33608	Germany	Spätlese	88	13.00	Mosel			Riesling	Heinz Eifel
103269	Argentina		83	13.00	Mendoza Province	Mendoza		Bonarda	Argento
50662	France	Domaine le Petit Bon Dieu Réserve	88	10.00	Loire Valley	Bourgueil		Cabernet Franc	Paul Buisse
148556	France	Saint-Meyland Brut	85	14.00	France Other	Vin Mousseux		Champagne Blend	Les Caves de Bailly
135839	New Zealand		84	42.00	Marlborough			Pinot Noir	Foxes Island
93177	Chile	Reserva	84	15.00	Maule Valley			Merlot	Portal Del Alto
127166	US	Ellie's Vineyard	84	35.00	California	Dry Creek Valley	Sonoma	Petite Sirah	Wilson
103624	US		87	9.00	California	California	California Other	White Blend	Kenwood
11508	Germany	Graach Josephshöfer GG Trocken	94	52.00	Mosel			Riesling	Reichsgraf von Kesselstatt
27152	US	Estate Grown	88	36.00	California	Alexander Valley	Sonoma	Syrah	Reynoso
10196	Italy	Mastronicola Nocera	87	34.00	Sicily & Sardinia	Sicilia		Red Blend	Cambria
30116	Spain	Mas de Can Blau	92	45.00	Catalonia	Montsant		Red Blend	Can Blau
41623	Uruguay	Amat	87	30.00	Uruguay			Tannat	Bodegas Carrau
49005	Italy	Monrosso	87	13.00	Tuscany	Chianti		Sangiovese	Castello di Monsanto
61832	Spain	Old Vines Reserva	88	17.00	Central Spain	Valdepeñas		Tempranillo	Bodegas Navarro López
62833	Argentina		81	9.00	Mendoza Province	Mendoza		Malbec	Coiron
102798	US		84	11.00	California	California	California Other	Red Blend	The Big Red Monster
31910	US	Elderding Six Prong Vineyard	87	29.00	Washington	Horse Heaven Hills	Columbia Valley	Sangiovese	Stottle
90326	Italy		87	30.00	Tuscany	Rosso di Montalcino		Sangiovese Grosso	La Togata
144285	Italy	Crede	90	18.00	Veneto	Prosecco di Valdobbiadene		Prosecco	Bisol
129792	Argentina	Reserva	91	18.00	Mendoza Province	Luján de Cuyo		Malbec	Luigi Bosca
26473	US	Isosceles Reserve	94	95.00	California	Paso Robles	Central Coast	Bordeaux-style Red Blend	Justin
25585	Portugal	Lot 1 Auction Reserve	87	27.00	Port			Port	Broadbent
82750	US		87	27.00	California	Paso Robles	Central Coast	Rosé	Tablas Creek
148993	Italy		83	20.00	Northeastern Italy	Collio		Pinot Grigio	Isidoro Polencic
46445	US	Dominio del Falcon	91	75.00	California	Sta. Rita Hills	Central Coast	Pinot Noir	Sanford
68011	Germany	Impulse (Gold) QbA	86	14.00	Mosel-Saar-Ruwer			Riesling	C.H. Berres
114797	US	Kick Ranch	87	25.00	California	Sonoma County	Sonoma	Sauvignon Blanc	Enkidu
17403	US	Dry	88	12.00	Oregon	Willamette Valley	Willamette Valley	Gewürztraminer	Airlie
71550	Australia	Barossa Wines Unoaked	87	14.00	South Australia	Barossa		Chardonnay	Grant Burge
128040	US	Big House Red	85	10.00	California	California	California Other	Red Blend	Big House
21413	Portugal	Cape Roca Fish	86	16.00	Vinho Verde			Portuguese White	Casca Wines
101657	US		83	41.00	California	Napa Valley	Napa	Cabernet Sauvignon	Titus
39833	Italy		90	23.00	Northeastern Italy	Alto Adige		Sauvignon	Weingut Niklas
4756	France	Pavillon Blanc du Château Margaux	93	150.00	Bordeaux	Bordeaux Blanc		Bordeaux-style White Blend	Château Margaux
148892	Italy		84	15.00	Northeastern Italy	Alto Adige		Pinot Grigio	Girlan
108468	Italy	Vigneto Dirupo Extra Dry	87	16.00	Veneto	Prosecco di Valdobbiadene		Prosecco	Andreola Orsola
148004	Argentina		87	9.00	Mendoza Province	Mendoza		Merlot	Tango Sur
51174	US	The Heritage Collection	80	12.00	California	Lodi	Central Valley	Petite Sirah	Peirano
116953	Australia	Dead Ringer	90	60.00	South Australia	McLaren Vale		Cabernet Sauvignon	Wirra Wirra
125821	US	Rosella's Vineyard	85	48.00	California	Santa Lucia Highlands	Central Coast	Pinot Noir	A.P. Vin
75156	France	Les Jardins	86	14.00	Languedoc-Roussillon	Faugères		Rhône-style Red Blend	Domaine Saint Antonin
64645	US	Dobles Lías Don Miguel Vineyard	94	40.00	California	Russian River Valley	Sonoma	Chardonnay	Marimar Estate
84655	US	The Glenrose Vineyard Reserve	93	55.00	California	Paso Robles	Central Coast	Syrah	Adelaida
84349	Italy	Pergole Vece	94	118.00	Veneto	Amarone della Valpolicella Classico		Corvina, Rondinella, Molinara	Le Salette
108365	US		82	50.00	California	Napa Valley	Napa	White Blend	Black Bart's Bride
6123	France	L de Laffitte Laujac	85	18.00	Bordeaux	Médoc		Bordeaux-style Red Blend	Château Laffitte Laujac
119240	France	Cuvée Signature	85	57.00	Burgundy	Meursault		Chardonnay	Bouchard Aîné & Fils
123147	Italy	Zuc di Volpe	87	38.00	Northeastern Italy	Colli Orientali del Friuli		Friulano	Volpe Pasini
37437	US		88	18.00	Washington	Washington	Washington Other	Riesling	Hedgeline
20287	Italy		90	50.00	Veneto	Amarone della Valpolicella Valpantena		Corvina, Rondinella, Molinara	Tezza
134025	Argentina	Catena Alta	89	57.00	Mendoza Province	Mendoza		Cabernet Sauvignon	Bodega Catena Zapata
112844	Italy	Maschio dei Cavalieri	82	20.00	Veneto	Prosecco di Valdobbiadene		Prosecco	Maschio dei Cavalieri
5695	Italy	Pietra Rossa	92	49.00	Tuscany	Vino Nobile di Montepulciano		Red Blend	Contucci
38342	Portugal	Terra de Touros	83	8.00	Tejo			Arinto	Quinta do Casal Monteiro
31886	Australia	Regional Vineyard Series	90	15.00	South Australia	Barossa Valley		Shiraz	Gotham
129592	US		84	14.00	California	California	California Other	Red Blend	The Big Red Monster
4801	Italy	Nova Domus Riserva	88	60.00	Northeastern Italy	Alto Adige		White Blend	Cantina Terlano
116807	US		86	22.00	California	Napa Valley	Napa	Merlot	Sterling
3623	Serbia	Zupska	87	22.00	Župa			Tamjanika	Budimir
34158	Italy	Riserva 0,618	89	75.00	Southern Italy	Castel del Monte		Nero di Troia	Santa Lucia
117657	France	Les Gravières Premier Cru	89	36.00	Burgundy	Santenay		Pinot Noir	Prosper Maufoux
55342	US	Tazetta Vineyard	89	24.00	California	Livermore Valley	Central Coast	Syrah	Page Mill Winery
9468	Argentina	Reserva	83	13.00	Mendoza Province	Mendoza		Cabernet Sauvignon	Tamarí
45907	Italy	Vigna Tecc	89	29.00	Piedmont	Dolcetto di Dogliani		Dolcetto	Poderi Luigi Einaudi
29652	Italy	Da Vinci	87	15.00	Tuscany	Chianti		Red Blend	Cantine Leonardo Da Vinci
146326	Australia	Watervale	87	20.00	South Australia	South Australia		Riesling	3 Hills High
81883	Italy	Montecorna	89	40.00	Veneto	Valpolicella Classico Superiore Ripasso		Corvina, Rondinella, Molinara	Remo Farina
71360	Italy	Classico	89	33.00	Sicily & Sardinia	Sardinia		Vermentino	Capichera
133041	US	Mitsuko's Vineyard	87	19.00	California	Carneros	Napa-Sonoma	Sauvignon Blanc	Clos Pegase
52275	France		95	310.00	Burgundy	Bâtard-Montrachet		Chardonnay	Olivier Leflaive
40679	Italy	Extra Dry	87	15.00	Veneto	Conegliano Valdobbiadene Prosecco Superiore		Glera	Bianca Vigna
11732	US	Toboni Vineyard	92	55.00	California	Russian River Valley	Sonoma	Pinot Noir	Gary Farrell
119520	Argentina	Serie Terra Spakling	80	14.00	Mendoza Province	Mendoza		Malbec	Viniterra
102254	US		82	12.00	California	California	California Other	Chardonnay	Chumeia
107883	US	Quarry Butte Red Table Wine	88	20.00	Washington	Horse Heaven Hills	Columbia Valley	Red Blend	Alexandria Nicole
87310	New Zealand		90	39.00	Waipara Valley			Chardonnay	Pegasus Bay
88208	Australia	Reserve Release	89	45.00	Victoria	Yarra Valley		Chardonnay	De Bortoli
76966	Argentina	Lunta	91	20.00	Mendoza Province	Mendoza		Malbec	Mendel
17329	Italy		91	32.00	Tuscany	Chianti Classico		Sangiovese	Brancaia
81726	France	Réserve de la Famille	85	15.00	Bordeaux	Bordeaux		Bordeaux-style Red Blend	Bernard Magrez
35822	US	Presqu'ile Vineyard	92	35.00	California	Santa Maria Valley	Central Coast	Sauvignon Blanc	Storm
148884	US		88	10.00	Washington	Columbia Valley (WA)	Columbia Valley	Chardonnay	Arbor Crest
149606	US		88	12.00	Texas	Texas		Chardonnay	Llano Estacado
68969	US	Sultry Red	84	13.00	California	California	California Other	Red Blend	Hey Mambo
114601	US	Ciel du Cheval Vineyard Roussanne	88	25.00	Washington	Red Mountain	Columbia Valley	Roussanne	McCrea
1273	US	Sullivan Reserve	85	52.00	California	Dry Creek Valley	Sonoma	Zinfandel	Mazzocco
79075	US	Hattrup Farms Marvell	87	32.00	Washington	Rattlesnake Hills	Columbia Valley	Rhône-style Red Blend	Maryhill
109879	Portugal	Varanda do Conde	90	12.00	Vinho Verde			Portuguese White	Provam
126363	Italy		88	44.00	Piedmont	Barbaresco		Nebbiolo	Beni di Batasiolo
61046	Italy	Bùcaro	87	10.00	Central Italy	Montepulciano d'Abruzzo		Montepulciano	Cantine Aurora
4	France	La Brûlade	95	66.00	Provence	Bandol		Provence red blend	Domaine de la Bégude
25345	US	Shameless Hussy	87	18.00	Washington	Columbia Valley (WA)	Columbia Valley	Viognier	Hard Row To Hoe
